Text,Label
Did something happen with Garf?,Ram
I see. ...I'll choose to leave it merely as that.,Ram
"So, what about Garf do you want to ask?",Ram
...That is certainly a strange subject you've chosen.,Ram
"Love's the weak point, huh. I had that idea too so I can't say anything.",Subaru
"But, Ram. That's probably...",Subaru
Right. Likely useless.,Ram
"Garfiel's number one is something else, too...? Do you?",Subaru
I do know. But I won't tell you.,Ram
...Where did you hear about that?,Ram
"Depending on the course and circumstances, I may soon give you a painful experience.",Ram
"Your eyes have come to be sickening, Barusu.",Ram
Oh?,Subaru
...What I saw in the tomb was a kind of hope for me. Don't label it as nothing good.,Subaru
Do leave now. I could not bear to make Emilia-sama wait for any longer.,Ram
...Sorry for holding you up. I do know what you're saying isn't wrong.,Subaru
—,Subaru
Man you're a pretty timely bastard.,Subaru
Yer sure don't look surprised.,Garfiel
"That frickin' obviously meant 'follow me', oi!",Garfiel
"Just a cheeky joke. Not like I didn't see it, relax.",Subaru
"'M sayin' that pisses me off. Just come on, gonna eat yer.",Garfiel
Wouldn't you usually say 'I won't eat you' to make me relax here?,Subaru
Now... The fuck'd you see in the tomb?,Garfiel
...You too with that.,Subaru
"Me too, huh?",Garfiel
I sure get plenty of people pointing out that witch's lingering scent thing.,Subaru
...Yer didn't answer my first question.,Garfiel
Hm?,Subaru
"Then, first let me ask you a question.",Subaru
"No getting mad. Let your shoulders untense, and answer completely at ease.",Subaru
"—I saw a girl who looks exactly like Lewes-san, would you know anything about that?",Subaru
You... Fuck'd you just say?,Garfiel
That sure fucking got you livid.,Subaru
—Two of them.,Subaru
Eh?,Garfiel
—Ghhau!,Subaru
—Where did you see that?,Garfiel
"Where's not a question... I said, in the forest...",Subaru
"Th... at'll, be dependant on your attitude...",Subaru
"You can... end me here hearing nothing, but it won't solve anything.",Subaru
...Yer cracked.,Garfiel
"D-don't just suddenly let go, startles people.",Subaru
"Shut it, headcase. Don't fuckin' joke. Were you fuckin' testin' my amazin' self?",Garfiel
Testinngg?,Subaru
"You were talkin', thinkin' I might kill you.",Garfiel
"Say so much and it does hurt. ...And, it's not like I'm doing this unperturbed.",Subaru
"If my life alone is enough, then that balances to the results.",Subaru
Do you maybe feel like answering my question?,Subaru
Dunwanna.,Garfiel
"Really now. Oh well, nothing going then.",Subaru
"Yer... you wanted t'know, th...",Garfiel
"...What're,",Garfiel
...Probably no point talking any further.,Subaru
"But, well,",Subaru
"Do you still feel like stopping me, Garfiel?",Subaru
If you do then all it creates is a detour. It'd help if you didn't.,Subaru
You...,Garfiel
"...I got no idea what you're goddamn sayin'. Yer fuckin' exactly, entirely like them.",Garfiel
Might be worth it.,Subaru
...Eh?,Garfiel
—! You...!,Garfiel
Not knowing it means it's to learn. Think that's why I'm doing this.,Subaru
—,Subaru
Y'dunn'ven know how pain er suffering feel! End yer know-it-all talk!!,Garfiel
...I do know.,Subaru
—,Garfiel
"I know HELL. —I've seen it, so many, times.",Subaru
"I'm the only one who has to know hell. I'm here, for that.",Subaru
...Think it was somewhere around here.,Subaru
I'm pretty sure this is where Garfiel showed up back then.,Subaru
His good timing and his showing up from that direction's bothering me.,Subaru
"A trodden-down path... means,",Subaru
...Found it.,Subaru
"Huh. Last time I was here, I felt it was a little more destroyed...",Subaru
...Hey.,Subaru
Lewes-san?,Subaru
"Why... did this,",Subaru
Lewes-san... or isn't she?,Subaru
"Most likely candidate... is yeah, Garfiel.",Subaru
No clue at all what this facility was for.,Subaru
...au?,Subaru
"Oh, a Lewes-san...",Subaru
But that said...,Subaru
Can you understand what I'm saying?,Subaru
"Your name? Can I ask what you're here to do? And actually, what is this place?",Subaru
"...SANCTUARY, Garfiel, Lewes. Are any of these words familiar?",Subaru
...?,Subaru
—Uegh!,Subaru
"It's actually from inside that base... or basically, the area around the crystal.",Subaru
This's... when using magic.,Subaru
...A save point.,Subaru
"Hey, hold on a mo... ah, touched her.",Subaru
"...Thanatosis, would probably be way too optimistic here.",Subaru
"Again, powerless...",Subaru
—wha?,Subaru
"—Oa, au, agha!?",Subaru
"—heuh, u?",Subaru
"...Wh-what the hell, was...",Subaru
"There's, nothing. But, if there's nothing then why on earth...",Subaru
"Ah, cra...",Subaru
"What're you planning, all of a sudden?",Subaru
Uauh!?,Subaru
"...? You mean, follow me?",Subaru
"Nothing ventured nothing gained, I guess.",Subaru
"Talking to myself. —Alright, lead me along. I'll follow.",Subaru
"So it's not inside. I'm okay with going out, but...",Subaru
...Are you kidding me with this timing?,Subaru
"Yeah, let's. I've seriously, got way too many subjects piled up.",Subaru
Just seat yerself on the bed there. I'll make drinks fer us.,Lewes
If it's just tea how about I do it? Ram's trained it into me so I should be a little better.,Subaru
"I'd be more'en happy if yer could, but doesn't lerk like yer able at the moment.",Lewes
"No matter how much time passes, Pico's kind of not letting me go.",Subaru
"Well, you could say that, I suppose...",Subaru
"Here now, it's hot so let it cool befer drinking.",Lewes
"I'm not a kid, I'm not gonna drink it in a rush and burn myself.",Subaru
I can really taste the attempt to draw out the leaf flavour in this.,Subaru
I gotter feeling I been passed with a judgement that's sure nothing fair.,Lewes
"Just your feeling, just your feeling.",Subaru
"Now that we're calmed down, can we be alright to start the talk?",Subaru
"Mm. I've got loster things I needer talk about from my side, too.",Lewes
I still haven't figured out the true issue that I need to ask about.,Subaru
That building... that facility from before. Just what on earth is it?,Subaru
Hrm. ...That's the question yer starting with.,Lewes
The reason SANCTUARY exists!?,Subaru
Roswaal is...,Subaru
Who made this place is the Witch of GREED... it'd be Echidna.,Subaru
"Lil' Su, don't yer already have a success of the experiment right in fronter yer?",Lewes
"The outcome of this place is... you, Lewes-san, and this girl.",Subaru
"Yer really a kind boy, Lil' Su. Ertherwise soft. —Yer can just say experimental results.",Lewes
"There wers a girl who lerks exactly like me, sealed inside the crystal, yes?",Lewes
Just a smidgen.,Subaru
Jerst a smidgen.,Lewes
—What relation do you have to the girl in the crystal?,Subaru
It ersn't jerst about me. This girl here's in my persition too.,Lewes
"And the girl in the crystal, too.",Subaru
"No, just her is different. Becerrs the girl in the crystal is legitimate.",Lewes
"Legitimate, would mean what...",Subaru
"Acquired, individuality?",Subaru
Yes.,Lewes
Does hearing the word replica change how yer see me?,Lewes
"She's empty, is what...",Subaru
She doesn't need food?,Subaru
Is it mana... maybe?,Subaru
"Forcible algorithms, means?",Subaru
"Incredible... man, she was actually amazing.",Subaru
Yer expression's saying yer imagining something very heartwarming.,Lewes
"The next problem is, why was Echidna doing that?",Subaru
Hrm...,Lewes
I've hit on a thought for a possibility.,Subaru
Oh?,Lewes
"Delusion, isn't how I wanna dismiss it, but...",Subaru
"Lil' Su, yer a quicker thinker than I figured.",Lewes
"But, it seems yer overthink. Could also call yer a dreamer.",Lewes
"A dreamer... I don't think that opinion's too off-base, but...",Subaru
"That's... no, hold on.",Subaru
That's the result erv another test undergone in this SANCTUARY.,Lewes
...For what purpose?,Subaru
That's... no way.,Subaru
"—ah,",Subaru
"—To fill it, of course.",Subaru
—A kind of immortality.,Lewes
Immortality...,Subaru
Right. Having no insides... 'd mean there's no personality.,Subaru
What?,Lewes
"Really. Yeah. ...Yeah, well of course.",Subaru
"So that's what it is. Yeah, got it. Now I understand why you were being so forward, too.",Subaru
And just how different is that from me?,Subaru
Lil' Su?,Lewes
Aims...,Lewes
"Wh-why not? The personality download, sucking out the mental stuff, didn't succeed?",Subaru
"A different, cause being?",Subaru
"Vessel... wouldn't be a problem of bodily size, yeah?",Subaru
That... how did she confirm that?,Subaru
"Disposed... I, see.",Subaru
"But,",Lewes
"Though she searched fer a new method, the witch wers unable ter test it.",Lewes
"Befer the experiment in SANCTUARY could proceed, the Witch of ENVY started acting.",Lewes
...What happened to SANCTUARY after the witch was gone?,Subaru
Implanted personality... you can seriously do that?,Subaru
"And so, four Lewes-sans.",Subaru
"First... Right, I wanted to ask this too.",Subaru
Mm?,Lewes
What was Lewes Meyer thinking in participating in the experiment?,Subaru
Proposition... can I ask what it was about?,Subaru
"I doubt yer could understand it even if yer did ask, Lil' Su.",Lewes
Sanctuary's... continued existence?,Subaru
No but that... the arrangement's backwards.,Subaru
...That is overwhelmingly beyond help.,Subaru
Command right?,Subaru
Y-you were knowingly testing me!?,Subaru
...Hn?,Subaru
"Ummm,",Subaru
Excuse me. I'm afraid I have no idea what this apostle of GREED thing is.,Subaru
Inside the tomb...,Subaru
...It couldn'tve been the Chidna tea?,Subaru
"Hrm, Chidna tea?",Lewes
"Nert even jesting, it wers probably that.",Lewes
"Asshole, seriously what did she fucking make me drink!!",Subaru
"This thing even works on you, Lewes-san?",Subaru
I said I'm not a lolicon...,Subaru
"Lewes-san, I'm sorry for this being sudden, but... please help me out.",Subaru
"What, if it's something dirty go fer the purer lot, not me.",Lewes
Enough on that already.,Subaru
There has to be at least one other person than me with the command right.,Subaru
"I do wanna talk to him, but there's another thing that's been bothering me.",Subaru
Why did Gate Crossing throw me into that facility? I'd say now's about time to find out...,Subaru
"Wuah, daybreak... was a pretty content-heavy night.",Subaru
"What I really wanna do's go back to the cathedral and sleep till noon, but...",Subaru
"Leaving aside your enviable work schedule, there's no time. I can't do it.",Subaru
Can't rashly pull anything that'd probably make the Witch of ENVY show up...,Subaru
Seriously rather not risk others' lives to confirm that.,Subaru
"So, whatter yer planning ter do now, Lil' Su?",Lewes
"Frederica, hrm...",Lewes
"What, you happen to have some thoughts? About Frederica.",Subaru
...It's nerthing so important.,Lewes
Cogs started slipping?,Subaru
"I got expectations fer yer, Lil' Su.",Lewes
"What're you, of me...",Subaru
—,Subaru
"That's fine fer now. Fer now, that's still fine.",Lewes
"It's about the end erv my time, now.",Lewes
"T-their looks and speech'll be the same, but they'll be a different person, right?",Subaru
"Lil' Su, what're yer thoughts?",Lewes
—Huh?,Subaru
"I'm leaving the answer ter that question, as one of the things I'm expecting of yer.",Lewes
"Now then, Lil' Su... how der we move?",Lewes
"Right, yeah...",Subaru
"First, I wanna escape SANCTUARY. I'll be getting your help for that, Lewes-sans.",Subaru
"Sorry for just leaving you here, Patrasche.",Subaru
"But man, it's a sloppy plan presupposing a re-do...",Subaru
—That I still left Emilia a goodbye note's just weak of me.,Subaru
"'Cause it's not logical, so.",Subaru
"Better than nothing... Or, guess it's an 'if Emilia weren't so dependant on me' thing.",Subaru
"Now, to get outta here quick before anyone finds m... hm?",Subaru
"Betelgeux's gospel, huh...",Subaru
"Actually, that chat with Roswaal's changed my perspective on this thing a lot.",Subaru
"I, can read it?",Subaru
"What... no way, the book accepted me as its owner? But I didn't do...",Subaru
Did that fucking Echidna do something to me?,Subaru
"Dunno if that was the reason, but last loop's changes were bigger than ever too.",Subaru
"...But, maybe I'm not necessarily the owner.",Subaru
"In Mathers' domain, Trial on silver-haired half-witch... huh. Don't understand it.",Subaru
"...Right, my bad my bad. We'll get going right away.",Subaru
"Somehow I figured you'd be getting in the way, Garfiel.",Subaru
"That's your facade, right?",Subaru
—,Garfiel
"What're yer mean with that, oi.",Garfiel
Do you actually sense the witch's smell from me?,Subaru
...Eh? Fuck're you saying?,Garfiel
—,Garfiel
My secrets...?,Garfiel
"Au, ah?",Garfiel
"Seeing this, you do understand my position now, yeah?",Subaru
"Why... how'd you, that place!",Garfiel
"Regret and agony as sacrifices, summoned has been the truth. And my turn's not over yet.",Subaru
"—a,",Garfiel
Do... don't fuck with me. Do yer think this's gonna make my amazin' self give...,Garfiel
"Oh you'll stop. Fundamentally, you're a softy.",Subaru
—!?,Garfiel
"Yeah, this helped. Figured Garfiel would never think of this idea.",Subaru
"You, fucker!",Garfiel
I'm sorry for making you do this.,Subaru
"But still, I'm sorry.",Subaru
"Wait! Wait up! You, don't fuckin' joke 'round, oi!!",Garfiel
—,Lewes
Nanna—!!,Garfiel
...Your return certainly came quickly.,Frederica
"That much care's really not nee... oh, actually, please do that.",Subaru
"Yeah, please do that. —Right, Frederica.",Subaru
Yes?,Frederica
—Are you planning to go to the mountain cabin today?,Subaru
...? I am not. Would there be something the matter?,Frederica
"Nevermind,",Subaru
Understood. I will return at once.,Frederica
"Before the end can come, I have to find a way to put an end to the end.",Subaru
Woah! You certainly returned quick!,Petra
"Petra, this's sudden, but... can I ask you for a favour?",Subaru
